scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,baseline_score,post_score,delta_score,abs_delta_score,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,scenario_design,profile_panel_index,leaf_repeat_index_within_profile,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,baseline_abs_score,baseline_extremity_norm,exposure_quality_score,exposure_quality_z,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___conscription_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___defense_spending_increase_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,primary_moderator_value,primary_moderator_z
scenario_00058,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-423.0,-387.0,36.0,36.0,profile_0071,0.65,0.6,0.7,False,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,15,2,27.0,8.756,29.913,24.355,15.544,24.18,17.224,19.995,55.041,59.231,42.119,53.54,55.933,71.682,56.258,0.0,15.655,18.928,0.0,0.0,1.516,6.017,7.122,7.493,19.046,9.207,9.121,4.302,9.382,62.796,59.431,60.043,76.314,72.894,62.766,65.707,0.3184,0.6816,0.0,0.0,1.0,423.0,0.423,0.65,-1.028302668353034,1.0,0.0,0.0,27.0,-0.9455514901135684
scenario_00059,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,profile_0071,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,15,3,27.0,8.756,29.913,24.355,15.544,24.18,17.224,19.995,55.041,59.231,42.119,53.54,55.933,71.682,56.258,0.0,15.655,18.928,0.0,0.0,1.516,6.017,7.122,7.493,19.046,9.207,9.121,4.302,9.382,62.796,59.431,60.043,76.314,72.894,62.766,65.707,0.3184,0.6816,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,27.0,-0.9455514901135684
scenario_00060,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,682.0,745.0,63.0,63.0,profile_0071,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,15,4,27.0,8.756,29.913,24.355,15.544,24.18,17.224,19.995,55.041,59.231,42.119,53.54,55.933,71.682,56.258,0.0,15.655,18.928,0.0,0.0,1.516,6.017,7.122,7.493,19.046,9.207,9.121,4.302,9.382,62.796,59.431,60.043,76.314,72.894,62.766,65.707,0.3184,0.6816,0.0,0.0,1.0,682.0,0.682,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,27.0,-0.9455514901135684
scenario_00061,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,587.0,-36.0,36.0,profile_0079,0.62,0.7,0.6,True,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,16,1,18.0,72.748,50.13,54.086,54.173,54.099,57.826,57.177,65.5,74.477,80.65,65.395,68.924,59.079,69.004,91.205,81.194,88.424,81.87,93.238,83.83,86.627,18.529,26.593,32.454,33.004,25.151,45.858,30.265,41.408,34.233,44.274,35.035,48.16,49.029,42.023,0.4267,0.5733,0.0,1.0,0.0,623.0,0.623,0.64,-1.2215321080686057,0.0,0.0,0.0,18.0,-1.493873874844375
scenario_00062,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,520.0,70.0,70.0,profile_0079,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,16,2,18.0,72.748,50.13,54.086,54.173,54.099,57.826,57.177,65.5,74.477,80.65,65.395,68.924,59.079,69.004,91.205,81.194,88.424,81.87,93.238,83.83,86.627,18.529,26.593,32.454,33.004,25.151,45.858,30.265,41.408,34.233,44.274,35.035,48.16,49.029,42.023,0.4267,0.5733,0.0,1.0,0.0,450.0,0.45,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,18.0,-1.493873874844375
scenario_00063,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,472.0,520.0,48.0,48.0,profile_0079,0.62,0.5,0.6,True,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,16,3,18.0,72.748,50.13,54.086,54.173,54.099,57.826,57.177,65.5,74.477,80.65,65.395,68.924,59.079,69.004,91.205,81.194,88.424,81.87,93.238,83.83,86.627,18.529,26.593,32.454,33.004,25.151,45.858,30.265,41.408,34.233,44.274,35.035,48.16,49.029,42.023,0.4267,0.5733,0.0,1.0,0.0,472.0,0.472,0.5733333333333334,-2.5097283728390822,0.0,1.0,0.0,18.0,-1.493873874844375
scenario_00064,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,380.0,-70.0,70.0,profile_0079,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,16,4,18.0,72.748,50.13,54.086,54.173,54.099,57.826,57.177,65.5,74.477,80.65,65.395,68.924,59.079,69.004,91.205,81.194,88.424,81.87,93.238,83.83,86.627,18.529,26.593,32.454,33.004,25.151,45.858,30.265,41.408,34.233,44.274,35.035,48.16,49.029,42.023,0.4267,0.5733,0.0,1.0,0.0,450.0,0.45,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,18.0,-1.493873874844375
scenario_00065,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,410.0,-40.0,40.0,profile_0083,0.62,0.7,0.8,False,True,0.7,0.8,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,17,1,51.0,87.058,78.563,69.823,91.125,68.24,86.864,80.279,65.33,62.043,57.49,54.593,54.109,80.672,62.373,64.031,36.225,55.805,53.302,50.941,48.105,51.401,39.891,39.593,50.248,36.047,45.498,41.719,42.166,8.687,17.531,27.817,35.692,9.361,18.833,19.653,0.4367,0.5633,1.0,0.0,0.0,450.0,0.45,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,51.0,0.5166415358352485
scenario_00066,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-342.0,-287.0,55.0,55.0,profile_0083,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,17,2,51.0,87.058,78.563,69.823,91.125,68.24,86.864,80.279,65.33,62.043,57.49,54.593,54.109,80.672,62.373,64.031,36.225,55.805,53.302,50.941,48.105,51.401,39.891,39.593,50.248,36.047,45.498,41.719,42.166,8.687,17.531,27.817,35.692,9.361,18.833,19.653,0.4367,0.5633,1.0,0.0,0.0,342.0,0.342,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,51.0,0.5166415358352485
scenario_00067,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,245.0,28.0,28.0,profile_0083,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,17,3,51.0,87.058,78.563,69.823,91.125,68.24,86.864,80.279,65.33,62.043,57.49,54.593,54.109,80.672,62.373,64.031,36.225,55.805,53.302,50.941,48.105,51.401,39.891,39.593,50.248,36.047,45.498,41.719,42.166,8.687,17.531,27.817,35.692,9.361,18.833,19.653,0.4367,0.5633,1.0,0.0,0.0,217.0,0.217,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,51.0,0.5166415358352485
scenario_00068,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,profile_0083,0.62,0.8,0.9,False,True,0.0,0.0,True,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,17,4,51.0,87.058,78.563,69.823,91.125,68.24,86.864,80.279,65.33,62.043,57.49,54.593,54.109,80.672,62.373,64.031,36.225,55.805,53.302,50.941,48.105,51.401,39.891,39.593,50.248,36.047,45.498,41.719,42.166,8.687,17.531,27.817,35.692,9.361,18.833,19.653,0.4367,0.5633,1.0,0.0,0.0,217.0,0.217,0.7733333333333333,1.354860421472348,0.0,0.0,1.0,51.0,0.5166415358352485
scenario_00069,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,652.0,29.0,29.0,profile_0085,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,18,1,58.0,34.352,31.097,32.107,33.556,21.061,31.868,30.673,42.683,43.545,53.914,64.861,57.733,43.671,51.068,69.083,73.706,58.335,70.709,62.729,66.205,66.794,64.039,77.34,74.392,54.495,57.407,61.181,64.809,33.64,13.847,16.422,19.913,17.385,26.351,21.26,0.5477,0.4523,1.0,0.0,0.0,623.0,0.623,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,58.0,0.9431145017369869
scenario_00070,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-423.0,-387.0,36.0,36.0,profile_0085,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,18,2,58.0,34.352,31.097,32.107,33.556,21.061,31.868,30.673,42.683,43.545,53.914,64.861,57.733,43.671,51.068,69.083,73.706,58.335,70.709,62.729,66.205,66.794,64.039,77.34,74.392,54.495,57.407,61.181,64.809,33.64,13.847,16.422,19.913,17.385,26.351,21.26,0.5477,0.4523,1.0,0.0,0.0,423.0,0.423,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,58.0,0.9431145017369869
scenario_00071,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,68.0,26.0,26.0,profile_0085,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,18,3,58.0,34.352,31.097,32.107,33.556,21.061,31.868,30.673,42.683,43.545,53.914,64.861,57.733,43.671,51.068,69.083,73.706,58.335,70.709,62.729,66.205,66.794,64.039,77.34,74.392,54.495,57.407,61.181,64.809,33.64,13.847,16.422,19.913,17.385,26.351,21.26,0.5477,0.4523,1.0,0.0,0.0,42.0,0.042,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,58.0,0.9431145017369869
scenario_00072,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,312.0,95.0,95.0,profile_0085,0.68,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,18,4,58.0,34.352,31.097,32.107,33.556,21.061,31.868,30.673,42.683,43.545,53.914,64.861,57.733,43.671,51.068,69.083,73.706,58.335,70.709,62.729,66.205,66.794,64.039,77.34,74.392,54.495,57.407,61.181,64.809,33.64,13.847,16.422,19.913,17.385,26.351,21.26,0.5477,0.4523,1.0,0.0,0.0,217.0,0.217,0.7266666666666666,0.4531230361330126,0.0,0.0,1.0,58.0,0.9431145017369869
scenario_00073,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,215.0,150.0,-65.0,65.0,profile_0088,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.3,0.4,True,False,False,False,profile_panel_repeated_attacked_leaves,19,1,18.0,49.698,43.858,41.267,65.717,48.404,41.045,48.332,28.201,32.959,36.585,17.401,31.604,40.602,31.225,0.152,10.59,1.826,8.621,1.404,8.205,5.133,30.983,29.809,16.308,9.045,18.01,3.399,17.926,30.496,28.01,26.298,10.073,37.399,14.977,24.542,0.4831,0.5169,0.0,1.0,0.0,215.0,0.215,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,18.0,-1.493873874844375
scenario_00074,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,37.0,25.0,-12.0,12.0,profile_0088,0.62,0.7,0.8,False,True,0.8,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,19,2,18.0,49.698,43.858,41.267,65.717,48.404,41.045,48.332,28.201,32.959,36.585,17.401,31.604,40.602,31.225,0.152,10.59,1.826,8.621,1.404,8.205,5.133,30.983,29.809,16.308,9.045,18.01,3.399,17.926,30.496,28.01,26.298,10.073,37.399,14.977,24.542,0.4831,0.5169,0.0,1.0,0.0,37.0,0.037,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,18.0,-1.493873874844375
scenario_00075,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,28.0,-14.0,14.0,profile_0088,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,19,3,18.0,49.698,43.858,41.267,65.717,48.404,41.045,48.332,28.201,32.959,36.585,17.401,31.604,40.602,31.225,0.152,10.59,1.826,8.621,1.404,8.205,5.133,30.983,29.809,16.308,9.045,18.01,3.399,17.926,30.496,28.01,26.298,10.073,37.399,14.977,24.542,0.4831,0.5169,0.0,1.0,0.0,42.0,0.042,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,18.0,-1.493873874844375
scenario_00076,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,67.0,25.0,25.0,profile_0088,0.62,0.7,0.8,False,True,0.7,0.6,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,19,4,18.0,49.698,43.858,41.267,65.717,48.404,41.045,48.332,28.201,32.959,36.585,17.401,31.604,40.602,31.225,0.152,10.59,1.826,8.621,1.404,8.205,5.133,30.983,29.809,16.308,9.045,18.01,3.399,17.926,30.496,28.01,26.298,10.073,37.399,14.977,24.542,0.4831,0.5169,0.0,1.0,0.0,42.0,0.042,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,18.0,-1.493873874844375
scenario_00077,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,723.0,680.0,-43.0,43.0,profile_0089,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,20,1,68.0,61.875,61.589,70.271,56.207,75.631,73.893,66.578,91.199,84.886,100.0,100.0,87.133,87.113,91.722,58.204,43.976,45.353,68.91,43.51,51.489,51.907,23.099,13.305,29.455,24.547,23.901,14.345,21.442,68.969,63.255,59.043,73.959,64.17,61.257,65.109,0.1821,0.8179,0.0,1.0,0.0,723.0,0.723,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,68.0,1.5523615958823271
scenario_00078,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,180.0,57.0,57.0,profile_0089,0.62,0.7,0.8,False,False,0.0,0.0,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,20,2,68.0,61.875,61.589,70.271,56.207,75.631,73.893,66.578,91.199,84.886,100.0,100.0,87.133,87.113,91.722,58.204,43.976,45.353,68.91,43.51,51.489,51.907,23.099,13.305,29.455,24.547,23.901,14.345,21.442,68.969,63.255,59.043,73.959,64.17,61.257,65.109,0.1821,0.8179,0.0,1.0,0.0,123.0,0.123,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,68.0,1.5523615958823271
scenario_00079,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,327.0,365.0,38.0,38.0,profile_0089,0.62,0.8,0.9,False,True,0.7,0.6,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,20,3,68.0,61.875,61.589,70.271,56.207,75.631,73.893,66.578,91.199,84.886,100.0,100.0,87.133,87.113,91.722,58.204,43.976,45.353,68.91,43.51,51.489,51.907,23.099,13.305,29.455,24.547,23.901,14.345,21.442,68.969,63.255,59.043,73.959,64.17,61.257,65.109,0.1821,0.8179,0.0,1.0,0.0,327.0,0.327,0.7733333333333333,1.354860421472348,0.0,1.0,0.0,68.0,1.5523615958823271
scenario_00080,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,689.0,732.0,43.0,43.0,profile_0089,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,20,4,68.0,61.875,61.589,70.271,56.207,75.631,73.893,66.578,91.199,84.886,100.0,100.0,87.133,87.113,91.722,58.204,43.976,45.353,68.91,43.51,51.489,51.907,23.099,13.305,29.455,24.547,23.901,14.345,21.442,68.969,63.255,59.043,73.959,64.17,61.257,65.109,0.1821,0.8179,0.0,1.0,0.0,689.0,0.689,0.7733333333333333,1.354860421472348,0.0,0.0,1.0,68.0,1.5523615958823271
scenario_00081,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,652.0,29.0,29.0,profile_0096,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.9,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,21,1,30.0,9.057,3.865,0.0,6.19,2.643,2.887,4.107,18.991,39.85,42.097,21.707,8.917,35.01,27.762,82.152,87.239,76.971,90.397,85.934,82.948,84.273,51.517,49.813,34.517,45.993,36.312,36.643,42.466,62.067,61.418,66.162,73.254,76.874,56.147,65.987,0.5307,0.4693,1.0,0.0,0.0,623.0,0.623,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,30.0,-0.7627773618699664
scenario_00082,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-423.0,-387.0,36.0,36.0,profile_0096,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,21,2,30.0,9.057,3.865,0.0,6.19,2.643,2.887,4.107,18.991,39.85,42.097,21.707,8.917,35.01,27.762,82.152,87.239,76.971,90.397,85.934,82.948,84.273,51.517,49.813,34.517,45.993,36.312,36.643,42.466,62.067,61.418,66.162,73.254,76.874,56.147,65.987,0.5307,0.4693,1.0,0.0,0.0,423.0,0.423,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,30.0,-0.7627773618699664
scenario_00083,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,profile_0096,0.75,0.6,0.7,False,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,21,3,30.0,9.057,3.865,0.0,6.19,2.643,2.887,4.107,18.991,39.85,42.097,21.707,8.917,35.01,27.762,82.152,87.239,76.971,90.397,85.934,82.948,84.273,51.517,49.813,34.517,45.993,36.312,36.643,42.466,62.067,61.418,66.162,73.254,76.874,56.147,65.987,0.5307,0.4693,1.0,0.0,0.0,217.0,0.217,0.6833333333333332,-0.3842045359677975,0.0,1.0,0.0,30.0,-0.7627773618699664
scenario_00084,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,680.0,57.0,57.0,profile_0096,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,21,4,30.0,9.057,3.865,0.0,6.19,2.643,2.887,4.107,18.991,39.85,42.097,21.707,8.917,35.01,27.762,82.152,87.239,76.971,90.397,85.934,82.948,84.273,51.517,49.813,34.517,45.993,36.312,36.643,42.466,62.067,61.418,66.162,73.254,76.874,56.147,65.987,0.5307,0.4693,1.0,0.0,0.0,623.0,0.623,0.7066666666666667,0.0666641567018712,0.0,0.0,1.0,30.0,-0.7627773618699664
scenario_00085,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,108.0,-15.0,15.0,profile_0097,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,22,1,23.0,85.234,72.571,90.574,68.62,86.285,77.302,80.098,16.585,13.44,17.294,11.693,21.876,12.184,15.512,36.527,40.048,9.932,34.962,41.464,12.891,29.304,74.678,74.508,66.926,50.653,66.354,54.822,64.657,79.299,81.531,83.089,69.969,73.684,68.162,75.956,0.6687,0.3313,0.0,0.0,1.0,123.0,0.123,0.7066666666666667,0.0666641567018712,0.0,0.0,0.0,23.0,-1.1892503277717046
scenario_00086,Issue_Position_Taxonomy > Defense_and_National_Security > Conscription_Support,Defense_and_National_Security,Conscription_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-487.0,-450.0,37.0,37.0,profile_0097,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,False,False,False,profile_panel_repeated_attacked_leaves,22,2,23.0,85.234,72.571,90.574,68.62,86.285,77.302,80.098,16.585,13.44,17.294,11.693,21.876,12.184,15.512,36.527,40.048,9.932,34.962,41.464,12.891,29.304,74.678,74.508,66.926,50.653,66.354,54.822,64.657,79.299,81.531,83.089,69.969,73.684,68.162,75.956,0.6687,0.3313,0.0,0.0,1.0,487.0,0.487,0.7066666666666667,0.0666641567018712,1.0,0.0,0.0,23.0,-1.1892503277717046
scenario_00087,Issue_Position_Taxonomy > Defense_and_National_Security > Defense_Spending_Increase_Support,Defense_and_National_Security,Defense_Spending_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,58.0,16.0,16.0,profile_0097,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,22,3,23.0,85.234,72.571,90.574,68.62,86.285,77.302,80.098,16.585,13.44,17.294,11.693,21.876,12.184,15.512,36.527,40.048,9.932,34.962,41.464,12.891,29.304,74.678,74.508,66.926,50.653,66.354,54.822,64.657,79.299,81.531,83.089,69.969,73.684,68.162,75.956,0.6687,0.3313,0.0,0.0,1.0,42.0,0.042,0.7066666666666667,0.0666641567018712,0.0,1.0,0.0,23.0,-1.1892503277717046
