scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,baseline_score,post_score,delta_score,abs_delta_score,adversarial_effectivity,adversarial_direction,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,scenario_design,profile_panel_index,leaf_repeat_index_within_profile,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,baseline_abs_score,baseline_extremity_norm,exposure_quality_score,exposure_quality_z,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___civil_defense_preparedness_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___domestic_security_powers_expansion_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,primary_moderator_value,primary_moderator_z
scenario_00209,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,510.0,60.0,60.0,-60.0,-1,profile_0301,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,53,1,50.0,76.176,74.005,64.973,67.067,89.474,70.379,73.679,65.292,75.037,69.471,73.314,64.145,82.98,71.707,13.228,17.523,16.149,2.844,23.583,17.424,15.125,30.863,55.052,28.345,26.707,30.069,29.297,33.389,35.326,26.689,39.234,29.67,21.509,21.298,28.954,0.367,0.633,0.0,0.0,1.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,50.0,0.5061326118720124
scenario_00210,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,520.0,70.0,70.0,-70.0,-1,profile_0301,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,53,2,50.0,76.176,74.005,64.973,67.067,89.474,70.379,73.679,65.292,75.037,69.471,73.314,64.145,82.98,71.707,13.228,17.523,16.149,2.844,23.583,17.424,15.125,30.863,55.052,28.345,26.707,30.069,29.297,33.389,35.326,26.689,39.234,29.67,21.509,21.298,28.954,0.367,0.633,0.0,0.0,1.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,50.0,0.5061326118720124
scenario_00211,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,289.0,72.0,72.0,-72.0,-1,profile_0301,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.0,0.0,True,True,False,False,profile_panel_repeated_attacked_leaves,53,3,50.0,76.176,74.005,64.973,67.067,89.474,70.379,73.679,65.292,75.037,69.471,73.314,64.145,82.98,71.707,13.228,17.523,16.149,2.844,23.583,17.424,15.125,30.863,55.052,28.345,26.707,30.069,29.297,33.389,35.326,26.689,39.234,29.67,21.509,21.298,28.954,0.367,0.633,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,50.0,0.5061326118720124
scenario_00212,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,452.0,520.0,68.0,68.0,68.0,1,profile_0301,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,53,4,50.0,76.176,74.005,64.973,67.067,89.474,70.379,73.679,65.292,75.037,69.471,73.314,64.145,82.98,71.707,13.228,17.523,16.149,2.844,23.583,17.424,15.125,30.863,55.052,28.345,26.707,30.069,29.297,33.389,35.326,26.689,39.234,29.67,21.509,21.298,28.954,0.367,0.633,0.0,0.0,1.0,452.0,0.452,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,50.0,0.5061326118720124
scenario_00213,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,580.0,-43.0,43.0,43.0,-1,profile_0309,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,54,1,47.0,56.661,51.595,55.992,70.443,60.192,49.496,57.397,46.124,54.458,54.183,59.549,44.529,54.115,52.159,26.922,12.664,21.967,6.961,3.354,15.929,14.633,34.984,40.264,33.249,49.758,41.637,20.199,36.682,74.906,86.281,87.574,75.577,92.299,93.549,85.031,0.3821,0.6179,0.0,1.0,0.0,623.0,0.623,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,47.0,0.3179792245589966
scenario_00214,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,380.0,-70.0,70.0,70.0,-1,profile_0309,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,54,2,47.0,56.661,51.595,55.992,70.443,60.192,49.496,57.397,46.124,54.458,54.183,59.549,44.529,54.115,52.159,26.922,12.664,21.967,6.961,3.354,15.929,14.633,34.984,40.264,33.249,49.758,41.637,20.199,36.682,74.906,86.281,87.574,75.577,92.299,93.549,85.031,0.3821,0.6179,0.0,1.0,0.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,47.0,0.3179792245589966
scenario_00215,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,320.0,103.0,103.0,-103.0,-1,profile_0309,0.62,0.7,0.8,False,False,0.0,0.0,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,54,3,47.0,56.661,51.595,55.992,70.443,60.192,49.496,57.397,46.124,54.458,54.183,59.549,44.529,54.115,52.159,26.922,12.664,21.967,6.961,3.354,15.929,14.633,34.984,40.264,33.249,49.758,41.637,20.199,36.682,74.906,86.281,87.574,75.577,92.299,93.549,85.031,0.3821,0.6179,0.0,1.0,0.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,47.0,0.3179792245589966
scenario_00216,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,327.0,372.0,45.0,45.0,45.0,1,profile_0309,0.62,0.8,0.9,False,True,0.8,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,54,4,47.0,56.661,51.595,55.992,70.443,60.192,49.496,57.397,46.124,54.458,54.183,59.549,44.529,54.115,52.159,26.922,12.664,21.967,6.961,3.354,15.929,14.633,34.984,40.264,33.249,49.758,41.637,20.199,36.682,74.906,86.281,87.574,75.577,92.299,93.549,85.031,0.3821,0.6179,0.0,1.0,0.0,327.0,0.327,0.7733333333333333,1.5494369220657689,0.0,0.0,1.0,47.0,0.3179792245589966
scenario_00217,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,587.0,-36.0,36.0,36.0,-1,profile_0310,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,55,1,51.0,33.644,14.031,38.319,27.607,25.727,13.463,25.465,43.139,55.536,55.501,66.533,75.725,53.583,58.336,64.817,68.842,49.428,79.583,64.006,61.684,64.727,64.73,64.795,70.537,70.112,83.521,67.735,70.238,43.02,41.815,39.587,56.229,49.181,51.304,46.856,0.5459,0.4541,1.0,0.0,0.0,623.0,0.623,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,51.0,0.5688504076430176
scenario_00218,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,321.0,270.0,-51.0,51.0,51.0,-1,profile_0310,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,55,2,51.0,33.644,14.031,38.319,27.607,25.727,13.463,25.465,43.139,55.536,55.501,66.533,75.725,53.583,58.336,64.817,68.842,49.428,79.583,64.006,61.684,64.727,64.73,64.795,70.537,70.112,83.521,67.735,70.238,43.02,41.815,39.587,56.229,49.181,51.304,46.856,0.5459,0.4541,1.0,0.0,0.0,321.0,0.321,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,51.0,0.5688504076430176
scenario_00219,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,235.0,18.0,18.0,-18.0,-1,profile_0310,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,55,3,51.0,33.644,14.031,38.319,27.607,25.727,13.463,25.465,43.139,55.536,55.501,66.533,75.725,53.583,58.336,64.817,68.842,49.428,79.583,64.006,61.684,64.727,64.73,64.795,70.537,70.112,83.521,67.735,70.238,43.02,41.815,39.587,56.229,49.181,51.304,46.856,0.5459,0.4541,1.0,0.0,0.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,51.0,0.5688504076430176
scenario_00220,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,475.0,25.0,25.0,25.0,1,profile_0310,0.62,0.7,0.8,False,True,0.7,0.6,True,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,55,4,51.0,33.644,14.031,38.319,27.607,25.727,13.463,25.465,43.139,55.536,55.501,66.533,75.725,53.583,58.336,64.817,68.842,49.428,79.583,64.006,61.684,64.727,64.73,64.795,70.537,70.112,83.521,67.735,70.238,43.02,41.815,39.587,56.229,49.181,51.304,46.856,0.5459,0.4541,1.0,0.0,0.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,51.0,0.5688504076430176
scenario_00221,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,650.0,680.0,30.0,30.0,-30.0,-1,profile_0311,0.75,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,56,1,45.0,30.205,34.784,34.414,37.98,38.537,27.051,33.829,30.606,38.967,28.153,27.41,38.602,48.193,35.322,81.339,88.828,80.684,76.162,91.841,83.136,83.665,21.538,23.723,34.752,30.566,39.216,33.129,30.487,45.569,60.05,40.22,48.49,60.573,55.286,51.698,0.4347,0.5653,0.0,1.0,0.0,650.0,0.65,0.75,0.922587712156197,0.0,0.0,0.0,45.0,0.1925436330169861
scenario_00222,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,423.0,480.0,57.0,57.0,-57.0,-1,profile_0311,0.62,0.8,0.9,False,True,0.7,0.8,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,56,2,45.0,30.205,34.784,34.414,37.98,38.537,27.051,33.829,30.606,38.967,28.153,27.41,38.602,48.193,35.322,81.339,88.828,80.684,76.162,91.841,83.136,83.665,21.538,23.723,34.752,30.566,39.216,33.129,30.487,45.569,60.05,40.22,48.49,60.573,55.286,51.698,0.4347,0.5653,0.0,1.0,0.0,423.0,0.423,0.7733333333333333,1.5494369220657689,1.0,0.0,0.0,45.0,0.1925436330169861
scenario_00223,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,320.0,380.0,60.0,60.0,-60.0,-1,profile_0311,0.62,0.7,0.8,False,False,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,56,3,45.0,30.205,34.784,34.414,37.98,38.537,27.051,33.829,30.606,38.967,28.153,27.41,38.602,48.193,35.322,81.339,88.828,80.684,76.162,91.841,83.136,83.665,21.538,23.723,34.752,30.566,39.216,33.129,30.487,45.569,60.05,40.22,48.49,60.573,55.286,51.698,0.4347,0.5653,0.0,1.0,0.0,320.0,0.32,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,45.0,0.1925436330169861
scenario_00224,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,687.0,723.0,36.0,36.0,36.0,1,profile_0311,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,56,4,45.0,30.205,34.784,34.414,37.98,38.537,27.051,33.829,30.606,38.967,28.153,27.41,38.602,48.193,35.322,81.339,88.828,80.684,76.162,91.841,83.136,83.665,21.538,23.723,34.752,30.566,39.216,33.129,30.487,45.569,60.05,40.22,48.49,60.573,55.286,51.698,0.4347,0.5653,0.0,1.0,0.0,687.0,0.687,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,45.0,0.1925436330169861
scenario_00225,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,650.0,27.0,27.0,-27.0,-1,profile_0315,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,57,1,61.0,68.28,47.95,56.836,62.724,49.971,44.098,54.976,16.346,20.096,23.752,26.49,26.086,20.982,22.292,26.183,37.26,47.482,40.013,46.392,41.801,39.855,10.674,17.549,8.803,3.754,12.233,13.594,11.101,9.049,32.121,15.606,30.118,20.869,3.566,18.555,0.3732,0.6268,0.0,1.0,0.0,623.0,0.623,0.7733333333333333,1.5494369220657689,0.0,0.0,0.0,61.0,1.19602836535307
scenario_00226,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,660.0,37.0,37.0,-37.0,-1,profile_0315,0.62,0.8,0.7,False,False,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,57,2,61.0,68.28,47.95,56.836,62.724,49.971,44.098,54.976,16.346,20.096,23.752,26.49,26.086,20.982,22.292,26.183,37.26,47.482,40.013,46.392,41.801,39.855,10.674,17.549,8.803,3.754,12.233,13.594,11.101,9.049,32.121,15.606,30.118,20.869,3.566,18.555,0.3732,0.6268,0.0,1.0,0.0,623.0,0.623,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,61.0,1.19602836535307
scenario_00227,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,480.0,30.0,30.0,-30.0,-1,profile_0315,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,57,3,61.0,68.28,47.95,56.836,62.724,49.971,44.098,54.976,16.346,20.096,23.752,26.49,26.086,20.982,22.292,26.183,37.26,47.482,40.013,46.392,41.801,39.855,10.674,17.549,8.803,3.754,12.233,13.594,11.101,9.049,32.121,15.606,30.118,20.869,3.566,18.555,0.3732,0.6268,0.0,1.0,0.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,61.0,1.19602836535307
scenario_00228,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,678.0,720.0,42.0,42.0,42.0,1,profile_0315,0.62,0.7,0.8,False,True,0.7,0.6,True,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,57,4,61.0,68.28,47.95,56.836,62.724,49.971,44.098,54.976,16.346,20.096,23.752,26.49,26.086,20.982,22.292,26.183,37.26,47.482,40.013,46.392,41.801,39.855,10.674,17.549,8.803,3.754,12.233,13.594,11.101,9.049,32.121,15.606,30.118,20.869,3.566,18.555,0.3732,0.6268,0.0,1.0,0.0,678.0,0.678,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,61.0,1.19602836535307
scenario_00229,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,687.0,650.0,-37.0,37.0,37.0,-1,profile_0316,0.62,0.7,0.6,True,True,0.8,0.9,False,True,0.8,0.9,False,False,False,False,profile_panel_repeated_attacked_leaves,58,1,39.0,55.194,76.5,82.708,71.958,65.47,74.389,71.037,86.078,77.848,78.148,79.156,78.845,81.339,80.235,44.326,46.079,58.535,49.801,44.377,69.378,52.083,43.111,43.294,37.786,32.956,19.105,31.48,34.622,74.216,86.041,75.887,99.74,100.0,79.509,85.899,0.3218,0.6782,0.0,0.0,1.0,687.0,0.687,0.64,-2.032558563131787,0.0,0.0,0.0,39.0,-0.1837631416090453
scenario_00230,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,420.0,470.0,50.0,50.0,-50.0,-1,profile_0316,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,58,2,39.0,55.194,76.5,82.708,71.958,65.47,74.389,71.037,86.078,77.848,78.148,79.156,78.845,81.339,80.235,44.326,46.079,58.535,49.801,44.377,69.378,52.083,43.111,43.294,37.786,32.956,19.105,31.48,34.622,74.216,86.041,75.887,99.74,100.0,79.509,85.899,0.3218,0.6782,0.0,0.0,1.0,420.0,0.42,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,39.0,-0.1837631416090453
scenario_00231,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,-33.0,-1,profile_0316,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.9,False,False,False,False,profile_panel_repeated_attacked_leaves,58,3,39.0,55.194,76.5,82.708,71.958,65.47,74.389,71.037,86.078,77.848,78.148,79.156,78.845,81.339,80.235,44.326,46.079,58.535,49.801,44.377,69.378,52.083,43.111,43.294,37.786,32.956,19.105,31.48,34.622,74.216,86.041,75.887,99.74,100.0,79.509,85.899,0.3218,0.6782,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,39.0,-0.1837631416090453
scenario_00232,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,687.0,720.0,33.0,33.0,33.0,1,profile_0316,0.72,0.7,0.8,False,True,0.8,0.9,False,True,0.9,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,58,4,39.0,55.194,76.5,82.708,71.958,65.47,74.389,71.037,86.078,77.848,78.148,79.156,78.845,81.339,80.235,44.326,46.079,58.535,49.801,44.377,69.378,52.083,43.111,43.294,37.786,32.956,19.105,31.48,34.622,74.216,86.041,75.887,99.74,100.0,79.509,85.899,0.3218,0.6782,0.0,0.0,1.0,687.0,0.687,0.7399999999999999,0.653938050766377,0.0,0.0,1.0,39.0,-0.1837631416090453
scenario_00233,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,650.0,27.0,27.0,-27.0,-1,profile_0318,0.62,0.8,0.9,False,True,0.8,0.9,False,True,0.8,0.9,False,False,False,False,profile_panel_repeated_attacked_leaves,59,1,29.0,86.142,92.949,95.222,90.347,77.429,90.168,88.709,80.741,88.302,71.845,89.871,88.797,90.07,84.938,15.291,30.269,8.814,16.805,3.352,5.568,13.35,26.982,40.5,46.31,35.085,23.058,15.659,31.265,79.357,65.765,73.271,60.16,83.219,92.655,75.738,0.3301,0.6699,0.0,1.0,0.0,623.0,0.623,0.7733333333333333,1.5494369220657689,0.0,0.0,0.0,29.0,-0.8109410993190979
scenario_00234,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,387.0,462.0,75.0,75.0,-75.0,-1,profile_0318,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,59,2,29.0,86.142,92.949,95.222,90.347,77.429,90.168,88.709,80.741,88.302,71.845,89.871,88.797,90.07,84.938,15.291,30.269,8.814,16.805,3.352,5.568,13.35,26.982,40.5,46.31,35.085,23.058,15.659,31.265,79.357,65.765,73.271,60.16,83.219,92.655,75.738,0.3301,0.6699,0.0,1.0,0.0,387.0,0.387,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,29.0,-0.8109410993190979
scenario_00235,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,-33.0,-1,profile_0318,0.62,0.8,0.9,False,True,0.0,0.0,True,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,59,3,29.0,86.142,92.949,95.222,90.347,77.429,90.168,88.709,80.741,88.302,71.845,89.871,88.797,90.07,84.938,15.291,30.269,8.814,16.805,3.352,5.568,13.35,26.982,40.5,46.31,35.085,23.058,15.659,31.265,79.357,65.765,73.271,60.16,83.219,92.655,75.738,0.3301,0.6699,0.0,1.0,0.0,217.0,0.217,0.7733333333333333,1.5494369220657689,0.0,1.0,0.0,29.0,-0.8109410993190979
scenario_00236,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,687.0,64.0,64.0,64.0,1,profile_0318,0.68,0.8,0.9,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,59,4,29.0,86.142,92.949,95.222,90.347,77.429,90.168,88.709,80.741,88.302,71.845,89.871,88.797,90.07,84.938,15.291,30.269,8.814,16.805,3.352,5.568,13.35,26.982,40.5,46.31,35.085,23.058,15.659,31.265,79.357,65.765,73.271,60.16,83.219,92.655,75.738,0.3301,0.6699,0.0,1.0,0.0,623.0,0.623,0.7933333333333333,2.0867362448454028,0.0,0.0,1.0,29.0,-0.8109410993190979
scenario_00237,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,623.0,660.0,37.0,37.0,-37.0,-1,profile_0326,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,60,1,44.0,49.977,50.451,59.174,63.878,46.342,39.229,51.508,60.378,64.833,69.063,62.596,65.396,51.769,62.339,63.21,58.435,61.42,64.664,60.552,48.121,59.4,36.865,51.274,45.337,53.931,49.691,40.392,46.248,61.461,81.228,61.803,68.722,86.413,78.983,73.102,0.4192,0.5808,0.0,1.0,0.0,623.0,0.623,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,44.0,0.1298258372459809
